candidate,gc_t0_ms,period,sl_atr,tp_atr,gross_r,reason,hold_ms,cost_r,net_r
Q60,1787661450000,VALID,0.75,1.75,-1.0,SL,93609,0.02,-1.02
Q60,1787664090000,VALID,0.75,1.75,-1.0,SL,11250,0.02,-1.02
Q60,1787666490000,VALID,0.75,1.75,-1.0,SL,50557,0.02,-1.02
Q60,1787749530000,VALID,0.75,1.75,-1.0,SL,147296,0.02,-1.02
Q60,1787753850000,VALID,0.75,1.75,-1.0,SL,36594,0.02,-1.02
Q60,1787788590000,VALID,0.75,1.75,-1.0,SL,49797,0.02,-1.02
Q60,1787834550000,VALID,0.75,1.75,1.7124885082505668,TIME,299849,0.02,1.6924885082505667
Q60,1787925720000,VALID,0.75,1.75,-1.0,SL,96594,0.02,-1.02
Q60,1788144150000,VALID,0.75,1.75,-1.0,SL,95695,0.02,-1.02
Q60,1788258720000,VALID,0.75,1.75,-1.0,SL,74701,0.02,-1.02
Q60,1788333960000,VALID,0.75,1.75,-1.0,SL,87450,0.02,-1.02
Q60,1788353280000,VALID,0.75,1.75,-1.0,SL,58653,0.02,-1.02
Q60,1788417360000,VALID,0.75,1.75,-1.0,SL,189745,0.02,-1.02
Q60,1788439920000,VALID,0.75,1.75,2.3333333333333335,TP,188253,0.02,2.3133333333333335
Q60,1788461400000,VALID,0.75,1.75,-1.0,SL,11997,0.02,-1.02
Q60,1788852930000,POST_CHECK,0.75,1.75,-1.0,SL,96894,0.02,-1.02
Q60,1788853320000,POST_CHECK,0.75,1.75,-1.0,SL,21602,0.02,-1.02
Q60,1788894780000,POST_CHECK,0.75,1.75,-1.0,SL,30602,0.02,-1.02
Q60,1789007910000,POST_CHECK,0.75,1.75,0.4581151832461219,TIME,299701,0.02,0.43811518324612186
Q60,1789019610000,POST_CHECK,0.75,1.75,-1.0,SL,270146,0.02,-1.02
Q60,1789047570000,POST_CHECK,0.75,1.75,-1.0,SL,47404,0.02,-1.02
Q60,1789053690000,POST_CHECK,0.75,1.75,0.3071456160680047,TIME,299847,0.02,0.2871456160680047
Q60,1789088850000,POST_CHECK,0.75,1.75,-1.0,SL,60299,0.02,-1.02
Q60,1789347690000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,44700,0.02,2.3133333333333335
Q60,1789383480000,POST_CHECK,0.75,1.75,-1.0,SL,7498,0.02,-1.02
Q60,1789388280000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,81446,0.02,2.3133333333333335
Q60,1789445400000,POST_CHECK,0.75,1.75,-1.0,SL,19203,0.02,-1.02
Q60,1786096110000,TRAIN,0.75,1.75,0.9142857142857143,TIME,299850,0.05,0.8642857142857142
Q60,1786105620000,TRAIN,0.75,1.75,-1.0,SL,136506,0.05,-1.05
Q60,1786381140000,TRAIN,0.75,1.75,-1.0,SL,24898,0.05,-1.05
Q60,1786440810000,TRAIN,0.75,1.75,-0.9876861859436512,TIME,298205,0.05,-1.0376861859436513
Q60,1786553460000,TRAIN,0.75,1.75,-1.0,SL,14847,0.05,-1.05
Q60,1786553820000,TRAIN,0.75,1.75,2.0698755435598324,TIME,299698,0.05,2.0198755435598326
Q60,1786633320000,TRAIN,0.75,1.75,2.3333333333333335,TP,141001,0.05,2.2833333333333337
Q60,1786670520000,TRAIN,0.75,1.75,0.02168021680224589,TIME,298799,0.05,-0.028319783197754113
Q60,1787066490000,TRAIN,0.75,1.75,-1.0,SL,139658,0.05,-1.05
Q60,1787098590000,TRAIN,0.75,1.75,-1.0,SL,161550,0.05,-1.05
Q60,1787140380000,TRAIN,0.75,1.75,-0.4067796610168278,TIME,299854,0.05,-0.45677966101682776
Q60,1787143260000,TRAIN,0.75,1.75,-1.0,SL,22051,0.05,-1.05
Q60,1787234520000,VALID,0.75,1.75,2.3333333333333335,TP,68253,0.05,2.2833333333333337
Q60,1787246430000,VALID,0.75,1.75,2.3333333333333335,TP,90453,0.05,2.2833333333333337
Q60,1787267280000,VALID,0.75,1.75,-1.0,SL,16047,0.05,-1.05
Q60,1787312280000,VALID,0.75,1.75,2.3333333333333335,TP,70200,0.05,2.2833333333333337
Q60,1787325840000,VALID,0.75,1.75,-1.0,SL,35705,0.05,-1.05
Q60,1787579790000,VALID,0.75,1.75,0.31419624217119096,TIME,299693,0.05,0.264196242171191
Q60,1787583030000,VALID,0.75,1.75,-1.0,SL,15300,0.05,-1.05
Q60,1787661450000,VALID,0.75,1.75,-1.0,SL,93609,0.05,-1.05
Q60,1787664090000,VALID,0.75,1.75,-1.0,SL,11250,0.05,-1.05
Q60,1787666490000,VALID,0.75,1.75,-1.0,SL,50557,0.05,-1.05
Q60,1787749530000,VALID,0.75,1.75,-1.0,SL,147296,0.05,-1.05
Q60,1787753850000,VALID,0.75,1.75,-1.0,SL,36594,0.05,-1.05
Q60,1787788590000,VALID,0.75,1.75,-1.0,SL,49797,0.05,-1.05
Q60,1787834550000,VALID,0.75,1.75,1.7124885082505668,TIME,299849,0.05,1.6624885082505667
Q60,1787925720000,VALID,0.75,1.75,-1.0,SL,96594,0.05,-1.05
Q60,1788144150000,VALID,0.75,1.75,-1.0,SL,95695,0.05,-1.05
Q60,1788258720000,VALID,0.75,1.75,-1.0,SL,74701,0.05,-1.05
Q60,1788333960000,VALID,0.75,1.75,-1.0,SL,87450,0.05,-1.05
Q60,1788353280000,VALID,0.75,1.75,-1.0,SL,58653,0.05,-1.05
Q60,1788417360000,VALID,0.75,1.75,-1.0,SL,189745,0.05,-1.05
Q60,1788439920000,VALID,0.75,1.75,2.3333333333333335,TP,188253,0.05,2.2833333333333337
Q60,1788461400000,VALID,0.75,1.75,-1.0,SL,11997,0.05,-1.05
Q60,1788852930000,POST_CHECK,0.75,1.75,-1.0,SL,96894,0.05,-1.05
Q60,1788853320000,POST_CHECK,0.75,1.75,-1.0,SL,21602,0.05,-1.05
Q60,1788894780000,POST_CHECK,0.75,1.75,-1.0,SL,30602,0.05,-1.05
Q60,1789007910000,POST_CHECK,0.75,1.75,0.4581151832461219,TIME,299701,0.05,0.4081151832461219
Q60,1789019610000,POST_CHECK,0.75,1.75,-1.0,SL,270146,0.05,-1.05
Q60,1789047570000,POST_CHECK,0.75,1.75,-1.0,SL,47404,0.05,-1.05
Q60,1789053690000,POST_CHECK,0.75,1.75,0.3071456160680047,TIME,299847,0.05,0.25714561606800473
Q60,1789088850000,POST_CHECK,0.75,1.75,-1.0,SL,60299,0.05,-1.05
Q60,1789347690000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,44700,0.05,2.2833333333333337
Q60,1789383480000,POST_CHECK,0.75,1.75,-1.0,SL,7498,0.05,-1.05
Q60,1789388280000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,81446,0.05,2.2833333333333337
Q60,1789445400000,POST_CHECK,0.75,1.75,-1.0,SL,19203,0.05,-1.05
Q60,1786096110000,TRAIN,0.75,1.75,0.9142857142857143,TIME,299850,0.1,0.8142857142857143
Q60,1786105620000,TRAIN,0.75,1.75,-1.0,SL,136506,0.1,-1.1
Q60,1786381140000,TRAIN,0.75,1.75,-1.0,SL,24898,0.1,-1.1
Q60,1786440810000,TRAIN,0.75,1.75,-0.9876861859436512,TIME,298205,0.1,-1.0876861859436513
Q60,1786553460000,TRAIN,0.75,1.75,-1.0,SL,14847,0.1,-1.1
Q60,1786553820000,TRAIN,0.75,1.75,2.0698755435598324,TIME,299698,0.1,1.9698755435598323
Q60,1786633320000,TRAIN,0.75,1.75,2.3333333333333335,TP,141001,0.1,2.2333333333333334
Q60,1786670520000,TRAIN,0.75,1.75,0.02168021680224589,TIME,298799,0.1,-0.07831978319775412
Q60,1787066490000,TRAIN,0.75,1.75,-1.0,SL,139658,0.1,-1.1
Q60,1787098590000,TRAIN,0.75,1.75,-1.0,SL,161550,0.1,-1.1
Q60,1787140380000,TRAIN,0.75,1.75,-0.4067796610168278,TIME,299854,0.1,-0.5067796610168278
Q60,1787143260000,TRAIN,0.75,1.75,-1.0,SL,22051,0.1,-1.1
Q60,1787234520000,VALID,0.75,1.75,2.3333333333333335,TP,68253,0.1,2.2333333333333334
Q60,1787246430000,VALID,0.75,1.75,2.3333333333333335,TP,90453,0.1,2.2333333333333334
Q60,1787267280000,VALID,0.75,1.75,-1.0,SL,16047,0.1,-1.1
Q60,1787312280000,VALID,0.75,1.75,2.3333333333333335,TP,70200,0.1,2.2333333333333334
Q60,1787325840000,VALID,0.75,1.75,-1.0,SL,35705,0.1,-1.1
Q60,1787579790000,VALID,0.75,1.75,0.31419624217119096,TIME,299693,0.1,0.21419624217119096
Q60,1787583030000,VALID,0.75,1.75,-1.0,SL,15300,0.1,-1.1
Q60,1787661450000,VALID,0.75,1.75,-1.0,SL,93609,0.1,-1.1
Q60,1787664090000,VALID,0.75,1.75,-1.0,SL,11250,0.1,-1.1
Q60,1787666490000,VALID,0.75,1.75,-1.0,SL,50557,0.1,-1.1
Q60,1787749530000,VALID,0.75,1.75,-1.0,SL,147296,0.1,-1.1
Q60,1787753850000,VALID,0.75,1.75,-1.0,SL,36594,0.1,-1.1
Q60,1787788590000,VALID,0.75,1.75,-1.0,SL,49797,0.1,-1.1
Q60,1787834550000,VALID,0.75,1.75,1.7124885082505668,TIME,299849,0.1,1.6124885082505667
Q60,1787925720000,VALID,0.75,1.75,-1.0,SL,96594,0.1,-1.1
Q60,1788144150000,VALID,0.75,1.75,-1.0,SL,95695,0.1,-1.1
Q60,1788258720000,VALID,0.75,1.75,-1.0,SL,74701,0.1,-1.1
Q60,1788333960000,VALID,0.75,1.75,-1.0,SL,87450,0.1,-1.1
Q60,1788353280000,VALID,0.75,1.75,-1.0,SL,58653,0.1,-1.1
Q60,1788417360000,VALID,0.75,1.75,-1.0,SL,189745,0.1,-1.1
Q60,1788439920000,VALID,0.75,1.75,2.3333333333333335,TP,188253,0.1,2.2333333333333334
Q60,1788461400000,VALID,0.75,1.75,-1.0,SL,11997,0.1,-1.1
Q60,1788852930000,POST_CHECK,0.75,1.75,-1.0,SL,96894,0.1,-1.1
Q60,1788853320000,POST_CHECK,0.75,1.75,-1.0,SL,21602,0.1,-1.1
Q60,1788894780000,POST_CHECK,0.75,1.75,-1.0,SL,30602,0.1,-1.1
Q60,1789007910000,POST_CHECK,0.75,1.75,0.4581151832461219,TIME,299701,0.1,0.3581151832461219
Q60,1789019610000,POST_CHECK,0.75,1.75,-1.0,SL,270146,0.1,-1.1
Q60,1789047570000,POST_CHECK,0.75,1.75,-1.0,SL,47404,0.1,-1.1
Q60,1789053690000,POST_CHECK,0.75,1.75,0.3071456160680047,TIME,299847,0.1,0.20714561606800472
Q60,1789088850000,POST_CHECK,0.75,1.75,-1.0,SL,60299,0.1,-1.1
Q60,1789347690000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,44700,0.1,2.2333333333333334
Q60,1789383480000,POST_CHECK,0.75,1.75,-1.0,SL,7498,0.1,-1.1
Q60,1789388280000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,81446,0.1,2.2333333333333334
Q60,1789445400000,POST_CHECK,0.75,1.75,-1.0,SL,19203,0.1,-1.1
Q60,1786096110000,TRAIN,0.75,1.75,0.9142857142857143,TIME,299850,0.15,0.7642857142857142
Q60,1786105620000,TRAIN,0.75,1.75,-1.0,SL,136506,0.15,-1.15
Q60,1786381140000,TRAIN,0.75,1.75,-1.0,SL,24898,0.15,-1.15
Q60,1786440810000,TRAIN,0.75,1.75,-0.9876861859436512,TIME,298205,0.15,-1.1376861859436511
Q60,1786553460000,TRAIN,0.75,1.75,-1.0,SL,14847,0.15,-1.15
Q60,1786553820000,TRAIN,0.75,1.75,2.0698755435598324,TIME,299698,0.15,1.9198755435598325
Q60,1786633320000,TRAIN,0.75,1.75,2.3333333333333335,TP,141001,0.15,2.1833333333333336
Q60,1786670520000,TRAIN,0.75,1.75,0.02168021680224589,TIME,298799,0.15,-0.1283197831977541
Q60,1787066490000,TRAIN,0.75,1.75,-1.0,SL,139658,0.15,-1.15
Q60,1787098590000,TRAIN,0.75,1.75,-1.0,SL,161550,0.15,-1.15
Q60,1787140380000,TRAIN,0.75,1.75,-0.4067796610168278,TIME,299854,0.15,-0.5567796610168277
Q60,1787143260000,TRAIN,0.75,1.75,-1.0,SL,22051,0.15,-1.15
Q60,1787234520000,VALID,0.75,1.75,2.3333333333333335,TP,68253,0.15,2.1833333333333336
Q60,1787246430000,VALID,0.75,1.75,2.3333333333333335,TP,90453,0.15,2.1833333333333336
Q60,1787267280000,VALID,0.75,1.75,-1.0,SL,16047,0.15,-1.15
Q60,1787312280000,VALID,0.75,1.75,2.3333333333333335,TP,70200,0.15,2.1833333333333336
Q60,1787325840000,VALID,0.75,1.75,-1.0,SL,35705,0.15,-1.15
Q60,1787579790000,VALID,0.75,1.75,0.31419624217119096,TIME,299693,0.15,0.16419624217119097
Q60,1787583030000,VALID,0.75,1.75,-1.0,SL,15300,0.15,-1.15
Q60,1787661450000,VALID,0.75,1.75,-1.0,SL,93609,0.15,-1.15
Q60,1787664090000,VALID,0.75,1.75,-1.0,SL,11250,0.15,-1.15
Q60,1787666490000,VALID,0.75,1.75,-1.0,SL,50557,0.15,-1.15
Q60,1787749530000,VALID,0.75,1.75,-1.0,SL,147296,0.15,-1.15
Q60,1787753850000,VALID,0.75,1.75,-1.0,SL,36594,0.15,-1.15
Q60,1787788590000,VALID,0.75,1.75,-1.0,SL,49797,0.15,-1.15
Q60,1787834550000,VALID,0.75,1.75,1.7124885082505668,TIME,299849,0.15,1.5624885082505668
Q60,1787925720000,VALID,0.75,1.75,-1.0,SL,96594,0.15,-1.15
Q60,1788144150000,VALID,0.75,1.75,-1.0,SL,95695,0.15,-1.15
Q60,1788258720000,VALID,0.75,1.75,-1.0,SL,74701,0.15,-1.15
Q60,1788333960000,VALID,0.75,1.75,-1.0,SL,87450,0.15,-1.15
Q60,1788353280000,VALID,0.75,1.75,-1.0,SL,58653,0.15,-1.15
Q60,1788417360000,VALID,0.75,1.75,-1.0,SL,189745,0.15,-1.15
Q60,1788439920000,VALID,0.75,1.75,2.3333333333333335,TP,188253,0.15,2.1833333333333336
Q60,1788461400000,VALID,0.75,1.75,-1.0,SL,11997,0.15,-1.15
Q60,1788852930000,POST_CHECK,0.75,1.75,-1.0,SL,96894,0.15,-1.15
Q60,1788853320000,POST_CHECK,0.75,1.75,-1.0,SL,21602,0.15,-1.15
Q60,1788894780000,POST_CHECK,0.75,1.75,-1.0,SL,30602,0.15,-1.15
Q60,1789007910000,POST_CHECK,0.75,1.75,0.4581151832461219,TIME,299701,0.15,0.30811518324612186
Q60,1789019610000,POST_CHECK,0.75,1.75,-1.0,SL,270146,0.15,-1.15
Q60,1789047570000,POST_CHECK,0.75,1.75,-1.0,SL,47404,0.15,-1.15
Q60,1789053690000,POST_CHECK,0.75,1.75,0.3071456160680047,TIME,299847,0.15,0.15714561606800473
Q60,1789088850000,POST_CHECK,0.75,1.75,-1.0,SL,60299,0.15,-1.15
Q60,1789347690000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,44700,0.15,2.1833333333333336
Q60,1789383480000,POST_CHECK,0.75,1.75,-1.0,SL,7498,0.15,-1.15
Q60,1789388280000,POST_CHECK,0.75,1.75,2.3333333333333335,TP,81446,0.15,2.1833333333333336
Q60,1789445400000,POST_CHECK,0.75,1.75,-1.0,SL,19203,0.15,-1.15
Q60,1786096110000,TRAIN,0.75,2.0,0.9142857142857143,TIME,299850,0.0,0.9142857142857143
Q60,1786105620000,TRAIN,0.75,2.0,-1.0,SL,136506,0.0,-1.0
Q60,1786381140000,TRAIN,0.75,2.0,-1.0,SL,24898,0.0,-1.0
Q60,1786440810000,TRAIN,0.75,2.0,-0.9876861859436512,TIME,298205,0.0,-0.9876861859436512
Q60,1786553460000,TRAIN,0.75,2.0,-1.0,SL,14847,0.0,-1.0
Q60,1786553820000,TRAIN,0.75,2.0,2.0698755435598324,TIME,299698,0.0,2.0698755435598324
Q60,1786633320000,TRAIN,0.75,2.0,2.6666666666666665,TP,157655,0.0,2.6666666666666665
Q60,1786670520000,TRAIN,0.75,2.0,0.02168021680224589,TIME,298799,0.0,0.02168021680224589
Q60,1787066490000,TRAIN,0.75,2.0,-1.0,SL,139658,0.0,-1.0
Q60,1787098590000,TRAIN,0.75,2.0,-1.0,SL,161550,0.0,-1.0
Q60,1787140380000,TRAIN,0.75,2.0,-0.4067796610168278,TIME,299854,0.0,-0.4067796610168278
Q60,1787143260000,TRAIN,0.75,2.0,-1.0,SL,22051,0.0,-1.0
Q60,1787234520000,VALID,0.75,2.0,2.6666666666666665,TP,135454,0.0,2.6666666666666665
Q60,1787246430000,VALID,0.75,2.0,0.356120826708753,TIME,299397,0.0,0.356120826708753
Q60,1787267280000,VALID,0.75,2.0,-1.0,SL,16047,0.0,-1.0
Q60,1787312280000,VALID,0.75,2.0,2.6666666666666665,TP,80553,0.0,2.6666666666666665
Q60,1787325840000,VALID,0.75,2.0,-1.0,SL,35705,0.0,-1.0
Q60,1787579790000,VALID,0.75,2.0,0.31419624217119096,TIME,299693,0.0,0.31419624217119096
Q60,1787583030000,VALID,0.75,2.0,-1.0,SL,15300,0.0,-1.0
Q60,1787661450000,VALID,0.75,2.0,-1.0,SL,93609,0.0,-1.0
Q60,1787664090000,VALID,0.75,2.0,-1.0,SL,11250,0.0,-1.0
Q60,1787666490000,VALID,0.75,2.0,-1.0,SL,50557,0.0,-1.0
Q60,1787749530000,VALID,0.75,2.0,-1.0,SL,147296,0.0,-1.0
Q60,1787753850000,VALID,0.75,2.0,-1.0,SL,36594,0.0,-1.0
Q60,1787788590000,VALID,0.75,2.0,-1.0,SL,49797,0.0,-1.0
Q60,1787834550000,VALID,0.75,2.0,1.7124885082505668,TIME,299849,0.0,1.7124885082505668
Q60,1787925720000,VALID,0.75,2.0,-1.0,SL,96594,0.0,-1.0
Q60,1788144150000,VALID,0.75,2.0,-1.0,SL,95695,0.0,-1.0
Q60,1788258720000,VALID,0.75,2.0,-1.0,SL,74701,0.0,-1.0
Q60,1788333960000,VALID,0.75,2.0,-1.0,SL,87450,0.0,-1.0
Q60,1788353280000,VALID,0.75,2.0,-1.0,SL,58653,0.0,-1.0
Q60,1788417360000,VALID,0.75,2.0,-1.0,SL,189745,0.0,-1.0
Q60,1788439920000,VALID,0.75,2.0,2.6666666666666665,TP,218253,0.0,2.6666666666666665
Q60,1788461400000,VALID,0.75,2.0,-1.0,SL,11997,0.0,-1.0
Q60,1788852930000,POST_CHECK,0.75,2.0,-1.0,SL,96894,0.0,-1.0
Q60,1788853320000,POST_CHECK,0.75,2.0,-1.0,SL,21602,0.0,-1.0
Q60,1788894780000,POST_CHECK,0.75,2.0,-1.0,SL,30602,0.0,-1.0
Q60,1789007910000,POST_CHECK,0.75,2.0,0.4581151832461219,TIME,299701,0.0,0.4581151832461219
Q60,1789019610000,POST_CHECK,0.75,2.0,-1.0,SL,270146,0.0,-1.0
Q60,1789047570000,POST_CHECK,0.75,2.0,-1.0,SL,47404,0.0,-1.0
Q60,1789053690000,POST_CHECK,0.75,2.0,0.3071456160680047,TIME,299847,0.0,0.3071456160680047
Q60,1789088850000,POST_CHECK,0.75,2.0,-1.0,SL,60299,0.0,-1.0
Q60,1789347690000,POST_CHECK,0.75,2.0,2.6666666666666665,TP,81146,0.0,2.6666666666666665
Q60,1789383480000,POST_CHECK,0.75,2.0,-1.0,SL,7498,0.0,-1.0
Q60,1789388280000,POST_CHECK,0.75,2.0,2.6666666666666665,TP,91501,0.0,2.6666666666666665
Q60,1789445400000,POST_CHECK,0.75,2.0,-1.0,SL,19203,0.0,-1.0
Q60,1786096110000,TRAIN,0.75,2.0,0.9142857142857143,TIME,299850,0.02,0.8942857142857142
Q60,1786105620000,TRAIN,0.75,2.0,-1.0,SL,136506,0.02,-1.02
Q60,1786381140000,TRAIN,0.75,2.0,-1.0,SL,24898,0.02,-1.02
Q60,1786440810000,TRAIN,0.75,2.0,-0.9876861859436512,TIME,298205,0.02,-1.0076861859436512
Q60,1786553460000,TRAIN,0.75,2.0,-1.0,SL,14847,0.02,-1.02
Q60,1786553820000,TRAIN,0.75,2.0,2.0698755435598324,TIME,299698,0.02,2.0498755435598324
Q60,1786633320000,TRAIN,0.75,2.0,2.6666666666666665,TP,157655,0.02,2.6466666666666665
Q60,1786670520000,TRAIN,0.75,2.0,0.02168021680224589,TIME,298799,0.02,0.0016802168022458895
Q60,1787066490000,TRAIN,0.75,2.0,-1.0,SL,139658,0.02,-1.02
Q60,1787098590000,TRAIN,0.75,2.0,-1.0,SL,161550,0.02,-1.02
Q60,1787140380000,TRAIN,0.75,2.0,-0.4067796610168278,TIME,299854,0.02,-0.4267796610168278
Q60,1787143260000,TRAIN,0.75,2.0,-1.0,SL,22051,0.02,-1.02
Q60,1787234520000,VALID,0.75,2.0,2.6666666666666665,TP,135454,0.02,2.6466666666666665
Q60,1787246430000,VALID,0.75,2.0,0.356120826708753,TIME,299397,0.02,0.336120826708753
Q60,1787267280000,VALID,0.75,2.0,-1.0,SL,16047,0.02,-1.02
Q60,1787312280000,VALID,0.75,2.0,2.6666666666666665,TP,80553,0.02,2.6466666666666665
Q60,1787325840000,VALID,0.75,2.0,-1.0,SL,35705,0.02,-1.02
Q60,1787579790000,VALID,0.75,2.0,0.31419624217119096,TIME,299693,0.02,0.29419624217119095
Q60,1787583030000,VALID,0.75,2.0,-1.0,SL,15300,0.02,-1.02
Q60,1787661450000,VALID,0.75,2.0,-1.0,SL,93609,0.02,-1.02
Q60,1787664090000,VALID,0.75,2.0,-1.0,SL,11250,0.02,-1.02
Q60,1787666490000,VALID,0.75,2.0,-1.0,SL,50557,0.02,-1.02
Q60,1787749530000,VALID,0.75,2.0,-1.0,SL,147296,0.02,-1.02
Q60,1787753850000,VALID,0.75,2.0,-1.0,SL,36594,0.02,-1.02
Q60,1787788590000,VALID,0.75,2.0,-1.0,SL,49797,0.02,-1.02
Q60,1787834550000,VALID,0.75,2.0,1.7124885082505668,TIME,299849,0.02,1.6924885082505667
Q60,1787925720000,VALID,0.75,2.0,-1.0,SL,96594,0.02,-1.02
Q60,1788144150000,VALID,0.75,2.0,-1.0,SL,95695,0.02,-1.02
Q60,1788258720000,VALID,0.75,2.0,-1.0,SL,74701,0.02,-1.02
Q60,1788333960000,VALID,0.75,2.0,-1.0,SL,87450,0.02,-1.02
Q60,1788353280000,VALID,0.75,2.0,-1.0,SL,58653,0.02,-1.02
Q60,1788417360000,VALID,0.75,2.0,-1.0,SL,189745,0.02,-1.02
Q60,1788439920000,VALID,0.75,2.0,2.6666666666666665,TP,218253,0.02,2.6466666666666665
Q60,1788461400000,VALID,0.75,2.0,-1.0,SL,11997,0.02,-1.02
Q60,1788852930000,POST_CHECK,0.75,2.0,-1.0,SL,96894,0.02,-1.02
Q60,1788853320000,POST_CHECK,0.75,2.0,-1.0,SL,21602,0.02,-1.02
Q60,1788894780000,POST_CHECK,0.75,2.0,-1.0,SL,30602,0.02,-1.02
Q60,1789007910000,POST_CHECK,0.75,2.0,0.4581151832461219,TIME,299701,0.02,0.43811518324612186
Q60,1789019610000,POST_CHECK,0.75,2.0,-1.0,SL,270146,0.02,-1.02
Q60,1789047570000,POST_CHECK,0.75,2.0,-1.0,SL,47404,0.02,-1.02
Q60,1789053690000,POST_CHECK,0.75,2.0,0.3071456160680047,TIME,299847,0.02,0.2871456160680047
Q60,1789088850000,POST_CHECK,0.75,2.0,-1.0,SL,60299,0.02,-1.02
Q60,1789347690000,POST_CHECK,0.75,2.0,2.6666666666666665,TP,81146,0.02,2.6466666666666665
Q60,1789383480000,POST_CHECK,0.75,2.0,-1.0,SL,7498,0.02,-1.02
Q60,1789388280000,POST_CHECK,0.75,2.0,2.6666666666666665,TP,91501,0.02,2.6466666666666665
Q60,1789445400000,POST_CHECK,0.75,2.0,-1.0,SL,19203,0.02,-1.02
Q60,1786096110000,TRAIN,0.75,2.0,0.9142857142857143,TIME,299850,0.05,0.8642857142857142
Q60,1786105620000,TRAIN,0.75,2.0,-1.0,SL,136506,0.05,-1.05
Q60,1786381140000,TRAIN,0.75,2.0,-1.0,SL,24898,0.05,-1.05
Q60,1786440810000,TRAIN,0.75,2.0,-0.9876861859436512,TIME,298205,0.05,-1.0376861859436513
Q60,1786553460000,TRAIN,0.75,2.0,-1.0,SL,14847,0.05,-1.05
Q60,1786553820000,TRAIN,0.75,2.0,2.0698755435598324,TIME,299698,0.05,2.0198755435598326
Q60,1786633320000,TRAIN,0.75,2.0,2.6666666666666665,TP,157655,0.05,2.6166666666666667
Q60,1786670520000,TRAIN,0.75,2.0,0.02168021680224589,TIME,298799,0.05,-0.028319783197754113
Q60,1787066490000,TRAIN,0.75,2.0,-1.0,SL,139658,0.05,-1.05
Q60,1787098590000,TRAIN,0.75,2.0,-1.0,SL,161550,0.05,-1.05
Q60,1787140380000,TRAIN,0.75,2.0,-0.4067796610168278,TIME,299854,0.05,-0.45677966101682776
Q60,1787143260000,TRAIN,0.75,2.0,-1.0,SL,22051,0.05,-1.05
Q60,1787234520000,VALID,0.75,2.0,2.6666666666666665,TP,135454,0.05,2.6166666666666667
Q60,1787246430000,VALID,0.75,2.0,0.356120826708753,TIME,299397,0.05,0.306120826708753
Q60,1787267280000,VALID,0.75,2.0,-1.0,SL,16047,0.05,-1.05
Q60,1787312280000,VALID,0.75,2.0,2.6666666666666665,TP,80553,0.05,2.6166666666666667
Q60,1787325840000,VALID,0.75,2.0,-1.0,SL,35705,0.05,-1.05
Q60,1787579790000,VALID,0.75,2.0,0.31419624217119096,TIME,299693,0.05,0.264196242171191
Q60,1787583030000,VALID,0.75,2.0,-1.0,SL,15300,0.05,-1.05
Q60,1787661450000,VALID,0.75,2.0,-1.0,SL,93609,0.05,-1.05
Q60,1787664090000,VALID,0.75,2.0,-1.0,SL,11250,0.05,-1.05
Q60,1787666490000,VALID,0.75,2.0,-1.0,SL,50557,0.05,-1.05
Q60,1787749530000,VALID,0.75,2.0,-1.0,SL,147296,0.05,-1.05
Q60,1787753850000,VALID,0.75,2.0,-1.0,SL,36594,0.05,-1.05
Q60,1787788590000,VALID,0.75,2.0,-1.0,SL,49797,0.05,-1.05
Q60,1787834550000,VALID,0.75,2.0,1.7124885082505668,TIME,299849,0.05,1.6624885082505667
Q60,1787925720000,VALID,0.75,2.0,-1.0,SL,96594,0.05,-1.05
Q60,1788144150000,VALID,0.75,2.0,-1.0,SL,95695,0.05,-1.05
Q60,1788258720000,VALID,0.75,2.0,-1.0,SL,74701,0.05,-1.05
Q60,1788333960000,VALID,0.75,2.0,-1.0,SL,87450,0.05,-1.05
Q60,1788353280000,VALID,0.75,2.0,-1.0,SL,58653,0.05,-1.05
Q60,1788417360000,VALID,0.75,2.0,-1.0,SL,189745,0.05,-1.05
Q60,1788439920000,VALID,0.75,2.0,2.6666666666666665,TP,218253,0.05,2.6166666666666667
Q60,1788461400000,VALID,0.75,2.0,-1.0,SL,11997,0.05,-1.05
Q60,1788852930000,POST_CHECK,0.75,2.0,-1.0,SL,96894,0.05,-1.05
Q60,1788853320000,POST_CHECK,0.75,2.0,-1.0,SL,21602,0.05,-1.05
Q60,1788894780000,POST_CHECK,0.75,2.0,-1.0,SL,30602,0.05,-1.05
Q60,1789007910000,POST_CHECK,0.75,2.0,0.4581151832461219,TIME,299701,0.05,0.4081151832461219
Q60,1789019610000,POST_CHECK,0.75,2.0,-1.0,SL,270146,0.05,-1.05
Q60,1789047570000,POST_CHECK,0.75,2.0,-1.0,SL,47404,0.05,-1.05
Q60,1789053690000,POST_CHECK,0.75,2.0,0.3071456160680047,TIME,299847,0.05,0.25714561606800473
Q60,1789088850000,POST_CHECK,0.75,2.0,-1.0,SL,60299,0.05,-1.05
